Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
PBRN.MX,288.19,2022/02/01,10:08 CST,7.5899963,280.6,288.19,280.6,77,,,,,,,
PBHN.MX,1932.7,2022/01/27,14:41 CST,0.0,0.0,1932.7,1932.7,0,,,,,,,
PBF.MX,352.0,2022/02/01,11:39 CST,22.0,315.01,355.0,315.01,346,,,,,,,
PAYC.MX,6397.75,2022/01/27,10:42 CST,0.0,0.0,6397.75,6397.75,0,,,,,,,
PASAB.MX,13.7,2022/01/31,14:52 CST,0.0,0.0,13.7,13.7,19,,,,,,,
PANW.MX,10000.0,2022/01/25,13:54 CST,0.0,0.0,10000.0,10000.0,0,,,,,,,
PAASN.MX,492.0,2022/01/26,08:30 CST,0.0,0.0,492.0,492.0,0,,,,,,,
OZK.MX,970.5,2022/01/27,14:48 CST,0.0,0.0,970.5,970.5,0,,,,,,,
OXY1.MX,812.19,2022/02/01,10:12 CST,49.880005,812.19,812.19,812.19,49,,,,,,,
OTEXN.MX,947.14,2022/01/27,14:41 CST,0.0,0.0,947.14,947.14,0,,,,,,,
OSTK.MX,847.48,2022/01/24,12:00 CST,-51.360046,0.0,847.48,847.48,0,,,,,,,
ORSTEDN.MX,2126.73,2022/02/01,10:02 CST,-44.120117,2126.73,2126.73,2126.73,545,,,,,,,
ORPN.MX,909.05,2022/01/27,10:52 CST,-65.02002,0.0,909.05,909.05,0,,,,,,,
ORLY.MX,13213.0,2022/01/27,13:44 CST,0.0,0.0,13213.0,13213.0,0,,,,,,,
ORBIA.MX,48.9,2022/02/01,11:47 CST,0.73000336,48.09,48.9,48.08,610742,,,,,,,
ORANN.MX,237.0,2022/01/27,08:30 CST,0.0,0.0,237.0,237.0,0,,,,,,,
OPK.MX,63.0,2022/02/01,11:28 CST,1.9900017,63.0,63.0,63.0,14,,,,,,,
OPIUSA.MX,509.3,2022/01/28,11:52 CST,0.0,0.0,509.3,509.3,0,,,,,,,
OPEN1.MX,179.0,2022/01/27,09:44 CST,0.0,0.0,179.0,179.0,1,,,,,,,
ON.MX,1197.0,2022/01/27,09:31 CST,0.0,0.0,1197.0,1197.0,1211,,,,,,,
OMAB.MX,140.49,2022/02/01,11:48 CST,2.3400116,138.26,140.49,137.97,500673,,,,,,,
OKTA.MX,4050.0,2022/01/31,11:45 CST,0.0,0.0,4050.0,4050.0,0,,,,,,,
OGN.MX,651.92,2022/01/27,09:30 CST,0.0,0.0,651.92,651.92,0,,,,,,,
ODFL.MX,6106.0,2022/01/26,13:52 CST,0.0,0.0,6106.0,6106.0,0,,,,,,,
OCGN.MX,77.54,2022/02/01,10:46 CST,16.34,77.54,77.54,77.54,225,,,,,,,
O.MX,1445.0,2022/01/25,11:20 CST,0.0,0.0,1445.0,1445.0,0,,,,,,,
NXPIN.MX,4119.16,2022/01/25,14:12 CST,0.0,0.0,4119.16,4119.16,280,,,,,,,
NVTA.MX,227.64,2022/01/31,13:27 CST,0.0,0.0,227.64,227.64,4,,,,,,,
NVCRN.MX,1386.2,2022/01/26,11:12 CST,73.28992,0.0,1386.2,1386.2,0,,,,,,,
NVAX.MX,2005.0,2022/02/01,10:40 CST,108.19995,1970.0,2005.0,1900.0,2579,,,,,,,
NUE.MX,2178.0,2022/02/01,10:26 CST,84.44995,2178.0,2178.0,2178.0,18,,,,,,,
NTRN.MX,1445.0,2022/01/28,09:27 CST,0.0,0.0,1445.0,1445.0,0,,,,,,,
NTESN.MX,2111.0,2022/02/01,11:03 CST,1.0,2111.0,2111.0,2111.0,177,,,,,,,
NSC.MX,5455.32,2022/01/27,13:51 CST,0.0,0.0,5455.32,5455.32,0,,,,,,,
NOWW.MX,10520.5,2022/01/26,13:13 CST,0.0,0.0,10520.5,10520.5,1,,,,,,,
NOVOBN.MX,1992.54,2022/01/28,08:52 CST,0.0,0.0,1992.54,1992.54,0,,,,,,,
NOKN.MX,121.57,2022/02/01,11:31 CST,1.5599976,121.0,121.57,120.01,58,,,,,,,
NOC.MX,7877.0,2022/01/28,09:15 CST,0.0,0.0,7877.0,7877.0,0,,,,,,,
NLSNN.MX,375.0,2022/01/27,10:33 CST,0.0,0.0,375.0,375.0,0,,,,,,,
NKLA.MX,170.0,2022/02/01,11:43 CST,3.7700043,166.23,175.48,166.23,6545,,,,,,,
NION.MX,504.6,2022/02/01,11:47 CST,-0.32000732,508.29,519.95,484.01,60942,,,,,,,
NIDECN.MX,1735.1,2022/01/27,10:11 CST,0.0,0.0,1735.1,1735.1,0,,,,,,,
NGN.MX,126.0,2022/01/28,09:02 CST,0.0,0.0,126.0,126.0,0,,,,,,,
NFX301L-DC157.MX,100.0,2022/01/28,14:10 CST,0.0,0.0,100.0,100.0,0,,,,,,,
NFX301L-DC156.MX,100.0,2022/01/26,13:46 CST,0.0,0.0,100.0,100.0,0,,,,,,,
NFX301L-DC155.MX,100.0,2022/01/25,12:31 CST,0.0,0.0,100.0,100.0,0,,,,,,,
NET.MX,2114.69,2022/02/01,11:15 CST,444.68994,2056.0,2114.69,2056.0,41,,,,,,,
NESTEN.MX,914.92,2022/01/31,09:11 CST,0.0,0.0,914.92,914.92,0,,,,,,,
NEMAKA.MX,5.63,2022/02/01,11:46 CST,0.23000002,5.39,5.69,5.36,7816318,,,,,,,
NEM.MX,1254.45,2022/02/01,11:00 CST,0.0,1254.45,1254.45,1254.45,22,,,,,,,
NDAQ.MX,3680.51,2022/01/26,13:14 CST,37.149902,0.0,3680.51,3680.51,0,,,,,,,
NDAN.MX,246.88,2022/02/01,10:01 CST,4.450012,246.88,246.88,246.88,3095,,,,,,,
NCLHN.MX,449.98,2022/02/01,11:47 CST,20.839996,430.0,450.55,430.0,931,,,,,,,
NAN.MX,1636.57,2022/01/27,14:40 CST,0.0,0.0,1636.57,1636.57,0,,,,,,,
NAFTRACISHRS.MX,51.46,2022/02/01,11:37 CST,0.099998474,51.49,51.64,51.33,2057032,,,,,,,
MUX.MX,18.5,2022/01/25,14:26 CST,0.0,0.0,18.5,18.5,0,,,,,,,
MUFGN.MX,124.01,2022/02/01,09:24 CST,8.209999,124.01,124.01,124.01,10,,,,,,,
MU.MX,1670.0,2022/02/01,11:44 CST,-10.22998,1680.0,1685.51,1658.04,1322,,,,,,,
MTXN.MX,4319.07,2022/01/28,11:14 CST,0.0,0.0,4319.07,4319.07,0,,,,,,,
MTTR.MX,180.0,2022/01/27,13:55 CST,0.0,0.0,180.0,180.0,0,,,,,,,
MTL307L-DC022.MX,100.0,2022/01/25,12:31 CST,0.0,0.0,100.0,100.0,0,,,,,,,
MSTR.MX,7751.0,2022/02/01,10:44 CST,118.700195,7782.39,7809.0,7625.0,422,,,,,,,
MSF301L-DC054.MX,100.0,2022/01/27,14:14 CST,0.0,0.0,100.0,100.0,0,,,,,,,
MSCI.MX,10335.0,2022/01/28,11:25 CST,0.0,0.0,10335.0,10335.0,0,,,,,,,
MRVL1.MX,1450.96,2022/01/31,14:50 CST,0.0,0.0,1450.96,1450.96,0,,,,,,,
MRUN.MX,1101.8,2022/01/28,14:31 CST,0.0,0.0,1101.8,1101.8,0,,,,,,,
MRO.MX,417.5,2022/02/01,09:23 CST,19.200012,417.5,417.5,417.5,219,,,,,,,
MRNA.MX,3533.28,2022/02/01,11:41 CST,40.28003,3625.0,3625.0,3452.67,4417,,,,,,,
MRK301L-DC004.MX,95.7,2022/01/28,10:29 CST,0.0,0.0,95.7,95.7,0,,,,,,,
MP.MX,1218.64,2022/02/01,11:48 CST,3.869995,1214.77,1221.3,1213.7,0,,,,,,,
MOS.MX,886.0,2022/02/01,11:30 CST,54.799988,862.0,888.1,862.0,1139,,,,,,,
MONEXB.MX,12.0,2022/01/31,14:52 CST,0.0,0.0,12.0,12.0,3,,,,,,,
MOMON.MX,203.0,2022/02/01,09:49 CST,22.0,200.0,203.0,200.0,289,,,,,,,
MO.MX,1040.0,2022/02/01,09:03 CST,-19.98999,1040.0,1040.0,1040.0,21,,,,,,,
MNST.MX,1786.0,2022/01/31,13:25 CST,0.0,0.0,1786.0,1786.0,0,,,,,,,
MNSON.MX,185.05,2022/01/28,10:53 CST,-9.569992,0.0,185.05,185.05,1,,,,,,,
MMS.MX,1595.24,2022/01/26,10:10 CST,0.0,0.0,1595.24,1595.24,0,,,,,,,
MMM.MX,3420.0,2022/02/01,10:16 CST,70.0,3420.0,3420.0,3420.0,28,,,,,,,
MMC.MX,3168.0,2022/01/31,14:48 CST,0.0,0.0,3168.0,3168.0,0,,,,,,,
MLM.MX,7945.5,2022/01/31,13:47 CST,0.0,0.0,7945.5,7945.5,0,,,,,,,
MKTX.MX,7323.32,2022/01/25,08:59 CST,0.0,0.0,7323.32,7323.32,0,,,,,,,
MKC.MX,2040.0,2022/01/27,08:33 CST,0.0,0.0,2040.0,2040.0,0,,,,,,,
MINSAB.MX,7.68,2022/02/01,10:30 CST,0.0,7.68,7.68,7.68,204,,,,,,,
MGM.MX,880.0,2022/01/31,13:46 CST,0.0,0.0,880.0,880.0,2,,,,,,,
MGAN.MX,1655.08,2022/02/01,08:38 CST,31.72998,1655.08,1655.08,1655.08,35,,,,,,,
MFRISCOA-1.MX,3.42,2022/02/01,10:53 CST,-0.029999971,3.41,3.42,3.41,3762,,,,,,,
MFCN.MX,424.48,2022/01/27,14:38 CST,0.0,0.0,424.48,424.48,0,,,,,,,
MEXTRAC09.MX,43.79,2022/02/01,10:14 CST,-0.09000015,43.97,43.97,43.79,47757,,,,,,,
MET.MX,1407.0,2022/02/01,10:04 CST,49.94995,1407.0,1407.0,1407.0,26,,,,,,,
MELIN.MX,23050.0,2022/02/01,11:41 CST,-250.0,22764.3,23050.0,22764.3,88,,,,,,,
MEGACPO.MX,66.06,2022/02/01,11:47 CST,-0.38000488,67.65,67.65,65.51,127236,,,,,,,
MEDP.MX,3617.56,2022/02/01,10:16 CST,-578.43994,3617.56,3617.56,3617.56,224,,,,,,,
MEDICAB.MX,51.0,2022/01/28,14:45 CST,0.0,0.0,51.0,51.0,151,,,,,,,
MDLZ.MX,1380.0,2022/01/31,13:59 CST,0.0,0.0,1380.0,1380.0,0,,,,,,,
MDB.MX,7648.0,2022/01/28,14:11 CST,0.0,0.0,7648.0,7648.0,0,,,,,,,
MCO.MX,7016.37,2022/01/31,14:19 CST,0.0,0.0,7016.37,7016.37,0,,,,,,,
MCMN.MX,292.75,2022/02/01,09:24 CST,-23.769989,292.75,292.75,292.75,2257,,,,,,,
MCK.MX,5263.77,2022/01/27,13:32 CST,0.0,0.0,5263.77,5263.77,2,,,,,,,
MCHP.MX,1561.6,2022/01/26,09:20 CST,0.0,0.0,1561.6,1561.6,0,,,,,,,
MAXCOMA.MX,2.02,2022/02/01,10:32 CST,-0.029999971,2.02,2.02,2.02,1039,,,,,,,
MAT.MX,440.0,2022/01/31,11:24 CST,0.0,0.0,440.0,440.0,0,,,,,,,
MASI.MX,4455.45,2022/01/26,13:13 CST,0.0,0.0,4455.45,4455.45,0,,,,,,,
MARA.MX,500.01,2022/02/01,11:35 CST,17.76001,488.18,520.0,475.81,22932,,,,,,,
MAR.MX,3251.42,2022/01/25,14:11 CST,0.0,0.0,3251.42,3251.42,0,,,,,,,
MAERSKBN.MX,72097.28,2022/01/28,09:58 CST,0.0,0.0,72097.28,72097.28,0,,,,,,,
M.MX,541.5,2022/02/01,09:40 CST,20.109985,521.39,541.5,521.39,1071,,,,,,,
LYV.MX,2215.0,2022/01/31,11:30 CST,0.0,0.0,2215.0,2215.0,0,,,,,,,
LYGN.MX,57.0,2022/01/27,12:08 CST,0.0,0.0,57.0,57.0,0,,,,,,,
LYFT.MX,789.76,2022/01/31,14:50 CST,0.0,0.0,789.76,789.76,2,,,,,,,
LYBN.MX,1900.0,2022/01/25,13:30 CST,0.0,0.0,1900.0,1900.0,0,,,,,,,
LWRKN.MX,448.37,2022/01/27,14:40 CST,0.0,0.0,448.37,448.37,0,,,,,,,
LW.MX,1317.0,2022/02/01,10:55 CST,-79.0,1317.0,1317.0,1317.0,299,,,,,,,
LVS.MX,920.0,2022/02/01,11:05 CST,15.01001,905.0,922.58,905.0,319,,,,,,,
LUV.MX,917.61,2022/02/01,11:12 CST,17.599976,900.01,935.0,900.01,141,,,,,,,
LUMN.MX,251.25,2022/01/26,11:21 CST,0.0,0.0,251.25,251.25,1,,,,,,,
LULU.MX,7052.79,2022/02/01,09:53 CST,96.3999,6939.0,7052.79,6939.0,39,,,,,,,
LSEN.MX,1984.42,2022/02/01,10:02 CST,43.100098,1984.42,1984.42,1984.42,370,,,,,,,
LREN.MX,122.26,2022/02/01,09:23 CST,6.3899994,122.26,122.26,122.26,3496,,,,,,,
LRCX.MX,11849.2,2022/01/31,10:32 CST,0.0,0.0,11849.2,11849.2,0,,,,,,,
LONNN.MX,13611.28,2022/01/26,10:01 CST,-483.41016,0.0,13611.28,13611.28,0,,,,,,,
LOGN.MX,406.05,2022/01/25,09:33 CST,-9.809998,0.0,406.05,406.05,0,,,,,,,
LOGIN.MX,1651.0,2022/01/26,09:45 CST,0.0,0.0,1651.0,1651.0,0,,,,,,,
LMT.MX,8024.7,2022/01/31,13:51 CST,0.0,0.0,8024.7,8024.7,2,,,,,,,
LMND.MX,680.0,2022/02/01,11:45 CST,15.0,690.0,709.5,680.0,129,,,,,,,
LIVEPOLC-1.MX,96.0,2022/02/01,11:47 CST,1.5100021,94.65,97.8,94.46,141216,,,,,,,
LIVCK15.MX,100.0,2022/02/01,08:37 CST,-100.0,,,,,,,,,,,
LITBN.MX,22.0,2022/01/28,12:37 CST,0.0,0.0,22.0,22.0,3,,,,,,,
LINN.MX,6571.56,2022/01/31,14:55 CST,0.0,0.0,6571.56,6571.56,0,,,,,,,
LICYN.MX,156.6,2022/01/26,10:48 CST,0.0,0.0,156.6,156.6,0,,,,,,,
LIAN.MX,535.0,2022/01/31,09:57 CST,0.0,0.0,535.0,535.0,2,,,,,,,
LHX.MX,4470.58,2022/01/27,13:11 CST,0.0,0.0,4470.58,4470.58,0,,,,,,,
LGENN.MX,79.74,2022/01/25,10:18 CST,0.0,0.0,79.74,79.74,0,,,,,,,
LEVI.MX,443.22,2022/01/31,12:09 CST,0.0,0.0,443.22,443.22,0,,,,,,,
LCII.MX,2411.25,2022/01/27,14:47 CST,-102.34009,0.0,2411.25,2411.25,0,,,,,,,
LCID.MX,603.01,2022/02/01,11:44 CST,4.0599976,615.0,623.23,590.49,54333,,,,,,,
LAZR.MX,291.5,2022/01/31,10:42 CST,0.0,0.0,291.5,291.5,0,,,,,,,
LAMOSA.MX,118.0,2022/02/01,11:37 CST,-2.7300034,118.0,118.0,118.0,500,,,,,,,
LALAB.MX,15.7,2022/02/01,11:15 CST,-0.07000065,15.7,15.7,15.7,1749,,,,,,,
LACOMERUBC.MX,34.58,2022/02/01,11:45 CST,0.2800026,34.3,34.6,33.41,184203,,,,,,,
LABB.MX,20.58,2022/02/01,11:46 CST,0.09000015,20.56,20.64,20.35,300293,,,,,,,
KXSN.MX,2452.96,2022/01/27,14:40 CST,0.0,0.0,2452.96,2452.96,0,,,,,,,
KUOB.MX,45.0,2022/01/26,14:41 CST,0.0,0.0,45.0,45.0,0,,,,,,,
KUOA.MX,50.49,2022/01/31,08:30 CST,0.0,0.0,50.49,50.49,0,,,,,,,
KSS.MX,1219.0,2022/01/28,09:17 CST,0.0,0.0,1219.0,1219.0,0,,,,,,,
KR.MX,970.0,2022/01/24,13:32 CST,0.0,0.0,970.0,970.0,0,,,,,,,
KPNN.MX,67.98,2022/01/31,09:09 CST,0.0,0.0,67.98,67.98,0,,,,,,,
KOFUBL.MX,107.85,2022/02/01,11:47 CST,-0.41999817,109.39,109.39,107.21,148445,,,,,,,
KMI.MX,355.0,2022/01/28,12:15 CST,0.0,0.0,355.0,355.0,0,,,,,,,
KMB.MX,2830.0,2022/01/28,09:23 CST,-67.83008,0.0,2830.0,2830.0,0,,,,,,,
KLN.MX,804.0,2022/01/25,08:48 CST,0.0,0.0,804.0,804.0,0,,,,,,,
KLAC.MX,7713.7,2022/01/28,10:24 CST,0.0,0.0,7713.7,7713.7,0,,,,,,,
KKRC.MX,1430.0,2022/01/31,13:02 CST,0.0,0.0,1430.0,1430.0,0,,,,,,,
KIMBERA.MX,29.62,2022/02/01,11:48 CST,-0.1799984,29.53,29.87,29.53,1366415,,,,,,,
KHC.MX,708.5,2022/02/01,11:45 CST,-36.0,735.0,735.0,708.5,63,,,,,,,
KGXN.MX,1914.67,2022/01/26,10:45 CST,0.0,0.0,1914.67,1914.67,0,,,,,,,
KEYN.MX,10580.34,2022/01/26,10:26 CST,0.0,0.0,10580.34,10580.34,0,,,,,,,
KERN.MX,14937.27,2022/01/28,08:52 CST,0.0,0.0,14937.27,14937.27,0,,,,,,,
KD.MX,344.14,2022/02/01,09:57 CST,25.640015,344.14,344.14,344.14,104,,,,,,,
K.MX,1300.0,2022/01/31,13:36 CST,0.0,0.0,1300.0,1300.0,1,,,,,,,
JWN.MX,475.0,2022/02/01,10:20 CST,10.0,475.0,475.0,475.0,10,,,,,,,
JMIAN.MX,186.0,2022/02/01,10:32 CST,9.0,186.0,186.0,186.0,29,,,,,,,
JKSN.MX,800.0,2022/01/28,13:20 CST,0.0,0.0,800.0,800.0,0,,,,,,,
JBLU.MX,287.62,2022/01/27,10:07 CST,0.0,0.0,287.62,287.62,4,,,,,,,
IVVPESOISHRS.MX,81.12,2022/02/01,10:59 CST,0.62000275,80.99,82.0,80.95,6586,,,,,,,
ITXN.MX,618.31,2022/02/01,10:02 CST,-7.6900024,624.53,624.53,618.31,2657,,,,,,,
ITRKN.MX,1490.43,2022/01/28,10:34 CST,0.0,0.0,1490.43,1490.43,0,,,,,,,
ISRG.MX,5880.7,2022/02/01,11:04 CST,69.84033,5835.0,5880.7,5835.0,920,,,,,,,
IQV.MX,5012.0,2022/02/01,11:22 CST,-10.899902,5012.0,5012.0,5012.0,19,,,,,,,
IPGP.MX,3174.5,2022/02/01,10:53 CST,-326.55005,3174.5,3174.5,3174.5,720,,,,,,,
IP.MX,981.0,2022/01/24,12:42 CST,0.0,0.0,981.0,981.0,0,,,,,,,
INO.MX,84.01,2022/01/31,12:35 CST,0.0,0.0,84.01,84.01,6,,,,,,,
IMBN.MX,492.36,2022/01/27,14:20 CST,0.0,0.0,492.36,492.36,0,,,,,,,
ILMN.MX,7075.96,2022/01/26,10:14 CST,0.0,0.0,7075.96,7075.96,0,,,,,,,
IFCN.MX,2768.05,2022/01/27,14:40 CST,0.0,0.0,2768.05,2768.05,0,,,,,,,
IEX.MX,4408.0,2022/01/25,12:36 CST,0.0,0.0,4408.0,4408.0,0,,,,,,,
IDXX.MX,10088.34,2022/01/28,14:24 CST,0.0,0.0,10088.34,10088.34,0,,,,,,,
ICLRN.MX,5235.13,2022/01/26,10:19 CST,0.0,0.0,5235.13,5235.13,0,,,,,,,
ICHB.MX,195.2,2022/02/01,11:40 CST,-0.69999695,198.45,198.45,192.0,9116,,,,,,,
ICE.MX,2518.25,2022/01/25,09:11 CST,0.0,0.0,2518.25,2518.25,0,,,,,,,
IBKR.MX,1355.4,2022/01/27,14:47 CST,0.0,0.0,1355.4,1355.4,0,,,,,,,
IBEN.MX,234.1,2022/01/26,11:30 CST,0.0,0.0,234.1,234.1,3,,,,,,,
IAG1N.MX,1316.57,2022/01/27,14:39 CST,0.0,0.0,1316.57,1316.57,0,,,,,,,
HUTN.MX,105.0,2022/01/24,14:27 CST,-9.879997,0.0,105.0,105.0,0,,,,,,,
HPQ.MX,731.07,2022/01/28,11:50 CST,0.0,0.0,731.07,731.07,4,,,,,,,
HPE.MX,328.5,2022/01/26,09:42 CST,0.0,0.0,328.5,328.5,0,,,,,,,
HOTEL.MX,4.25,2022/02/01,11:42 CST,0.07000017,4.16,4.25,4.16,3689,,,,,,,
HOOD.MX,305.0,2022/02/01,10:14 CST,45.0,293.8,310.0,293.8,3244,,,,,,,
HOMEX.MX,0.047,2022/02/01,11:48 CST,-0.001000002,0.047,0.048,0.047,159623,,,,,,,
HOLNN.MX,1131.23,2022/02/01,10:09 CST,20.23999,1131.23,1131.23,1131.23,3073,,,,,,,
HMYN.MX,77.55,2022/01/26,12:48 CST,0.0,0.0,77.55,77.55,0,,,,,,,
HMCN.MX,608.0,2022/01/25,14:40 CST,0.0,0.0,608.0,608.0,0,,,,,,,
HLT.MX,2980.0,2022/01/31,14:49 CST,0.0,0.0,2980.0,2980.0,0,,,,,,,
HERDEZ.MX,34.15,2022/02/01,11:48 CST,0.05000305,33.34,34.34,33.34,11454,,,,,,,
HCITY.MX,4.74,2022/02/01,11:35 CST,0.069999695,4.68,4.8,4.68,70718,,,,,,,
HALO.MX,679.74,2022/01/26,10:10 CST,0.0,0.0,679.74,679.74,0,,,,,,,
HAL.MX,650.0,2022/01/28,11:48 CST,0.0,0.0,650.0,650.0,0,,,,,,,
GWRE.MX,1963.5,2022/01/27,14:48 CST,0.0,0.0,1963.5,1963.5,0,,,,,,,
GT.MX,439.0,2022/02/01,10:49 CST,28.0,439.0,439.0,439.0,95,,,,,,,
GSKN.MX,915.1,2022/01/25,14:53 CST,0.0,0.0,915.1,915.1,0,,,,,,,
GSK1N.MX,456.52,2022/01/26,10:01 CST,0.0,0.0,456.52,456.52,0,,,,,,,
GSANBORB-1.MX,23.0,2022/01/31,14:04 CST,0.0,0.0,23.0,23.0,35,,,,,,,
GRUMAB.MX,270.81,2022/02/01,11:47 CST,1.0100098,270.13,274.42,268.31,236793,,,,,,,
GRMNN.MX,2545.0,2022/01/26,09:26 CST,15.76001,0.0,2545.0,2545.0,0,,,,,,,
GRFPN.MX,240.47,2022/02/01,09:23 CST,-1.3399963,240.47,240.47,240.47,5311,,,,,,,
GPS.MX,365.0,2022/01/31,14:17 CST,0.0,0.0,365.0,365.0,8,,,,,,,
GPROFUT.MX,75.5,2022/01/27,13:48 CST,0.0,0.0,75.5,75.5,98,,,,,,,
GPN.MX,2984.17,2022/01/28,10:05 CST,0.0,0.0,2984.17,2984.17,0,,,,,,,
GOLDN.MX,385.01,2022/02/01,08:53 CST,-10.97998,385.01,385.01,385.01,24,,,,,,,
GOL301L-DC054.MX,100.0,2022/01/27,14:14 CST,0.0,0.0,100.0,100.0,0,,,,,,,
GOL207L-DC055.MX,100.0,2022/01/28,14:10 CST,0.0,0.0,100.0,100.0,0,,,,,,,
GOL207L-DC053.MX,100.0,2022/01/26,13:46 CST,0.0,0.0,100.0,100.0,0,,,,,,,
GNRC.MX,5804.07,2022/02/01,09:18 CST,456.11963,5804.07,5804.07,5804.07,699,,,,,,,
GNP.MX,123.33,2022/02/01,11:05 CST,0.13999939,120.0,123.33,120.0,601,,,,,,,
GMXT.MX,37.35,2022/02/01,11:46 CST,-0.10000229,37.45,37.45,36.89,26823,,,,,,,
GMEXICOB.MX,89.02,2022/02/01,11:47 CST,0.4300003,89.0,90.5,89.0,1006865,,,,,,,
GME.MX,2320.0,2022/02/01,11:27 CST,69.5,2298.0,2385.0,2225.0,566,,,,,,,
GMC301L-DC016.MX,1000.0,2022/01/28,12:59 CST,0.0,0.0,1000.0,1000.0,0,,,,,,,
GMABN.MX,6904.48,2022/01/26,10:03 CST,200.5498,0.0,6904.48,6904.48,0,,,,,,,
GM.MX,1104.29,2022/02/01,11:25 CST,22.950073,1087.8,1118.69,1080.0,1058,,,,,,,
GLXYN.MX,260.0,2022/01/25,09:58 CST,0.0,0.0,260.0,260.0,2,,,,,,,
GLW.MX,870.0,2022/02/01,09:18 CST,-0.5300293,870.0,870.0,870.0,165,,,,,,,
GLNGN.MX,303.5,2022/02/01,11:44 CST,3.5,303.5,303.5,303.5,300,,,,,,,
GLEN.MX,775.56,2022/01/27,10:20 CST,0.0,0.0,775.56,775.56,0,,,,,,,
GISSAA.MX,27.38,2022/02/01,11:44 CST,0.0,27.38,27.38,27.38,2560,,,,,,,
GILN.MX,805.78,2022/01/27,14:38 CST,0.0,0.0,805.78,805.78,0,,,,,,,
GILD.MX,1400.0,2022/02/01,08:39 CST,-17.119995,1400.0,1400.0,1400.0,500,,,,,,,
GIGANTE.MX,28.0,2022/01/26,14:08 CST,0.0,0.0,28.0,28.0,0,,,,,,,
GICSAB.MX,2.07,2022/02/01,11:46 CST,-0.16000009,2.24,2.24,2.04,148216,,,,,,,
GIBAN.MX,1677.31,2022/01/27,14:39 CST,0.0,0.0,1677.31,1677.31,0,,,,,,,
GH.MX,1273.24,2022/01/28,13:31 CST,-35.70996,0.0,1273.24,1273.24,0,,,,,,,
GGBN.MX,109.7,2022/02/01,11:10 CST,2.699997,109.54,109.7,109.54,60001,,,,,,,
GGAN.MX,0.57,2022/02/01,11:42 CST,0.00999999,0.6,0.6,0.57,84,,,,,,,
GFNORTEO.MX,130.8,2022/02/01,11:48 CST,0.05999756,131.5,131.5,128.5,2674342,,,,,,,
GFMULTIO.MX,8.39,2022/01/26,12:47 CST,0.0,0.0,8.39,8.39,0,,,,,,,
GFINBURO.MX,30.56,2022/02/01,11:47 CST,0.80999947,29.82,31.22,29.82,840314,,,,,,,
GFAMSAA.MX,1.37,2022/02/01,11:42 CST,-0.059999943,1.43,1.43,1.31,123233,,,,,,,
GEVO.MX,70.1,2022/02/01,10:34 CST,10.099998,70.1,70.1,70.1,267,,,,,,,
GESTN.MX,94.62,2022/02/01,09:23 CST,1.5200043,94.62,94.62,94.62,5538,,,,,,,
GEO1.MX,147.0,2022/01/28,14:54 CST,0.0,0.0,147.0,147.0,0,,,,,,,
GENTERA.MX,14.75,2022/02/01,11:47 CST,-0.03999996,14.75,14.95,14.55,503488,,,,,,,
GENIUS21.MX,58.0,2022/02/01,11:26 CST,0.54999924,57.45,58.0,57.45,4554,,,,,,,
GEBNN.MX,14001.52,2022/01/31,10:09 CST,0.0,0.0,14001.52,14001.52,0,,,,,,,
GE.MX,1991.0,2022/02/01,11:41 CST,44.77002,1949.8,1991.0,1940.03,120,,,,,,,
GDDY.MX,1487.0,2022/01/31,08:38 CST,0.0,0.0,1487.0,1487.0,0,,,,,,,
GD.MX,4337.0,2022/01/27,09:25 CST,0.0,0.0,4337.0,4337.0,0,,,,,,,
GCON.MX,697.45,2022/02/01,09:24 CST,36.119995,697.45,697.45,697.45,1005,,,,,,,
GCC.MX,144.96,2022/02/01,11:48 CST,-0.47999573,144.6,147.3,144.01,86812,,,,,,,
GCARSOA1.MX,59.15,2022/02/01,11:47 CST,1.4600029,57.97,59.38,56.8,135935,,,,,,,
GBMO.MX,22.55,2022/02/01,11:37 CST,2.9299984,20.0,22.55,20.0,5650,,,,,,,
GAPB.MX,283.36,2022/02/01,11:48 CST,-0.25,282.96,287.42,282.84,528121,,,,,,,
FVRRN.MX,1825.0,2022/02/01,11:41 CST,335.0,1825.0,1825.0,1825.0,92,,,,,,,
FUTUN.MX,812.0,2022/01/28,10:13 CST,-3.4099731,0.0,812.0,812.0,1,,,,,,,
FUNO11.MX,22.1,2022/02/01,11:48 CST,0.8999996,21.88,22.28,21.47,2518505,,,,,,,
FUBO.MX,229.99,2022/02/01,11:47 CST,10.380005,221.0,233.99,216.0,4455,,,,,,,
FTV.MX,1440.03,2022/02/01,10:01 CST,-23.96997,1440.03,1440.03,1440.03,47,,,,,,,
FTNT.MX,6154.0,2022/02/01,10:54 CST,82.0,6154.0,6154.0,6154.0,131,,,,,,,
FTCHN.MX,445.49,2022/01/31,12:42 CST,0.0,0.0,445.49,445.49,1,,,,,,,
FSLY.MX,512.0,2022/01/28,14:39 CST,0.0,0.0,512.0,512.0,11,,,,,,,
FSLR.MX,1586.0,2022/02/01,09:26 CST,-33.0,1594.4,1594.4,1586.0,58,,,,,,,
FSHOP13.MX,6.57,2022/02/01,11:41 CST,0.01999998,6.55,6.58,6.54,8337,,,,,,,
